lonR,latR,depR
-117.7076,35.90727,5.102
-117.58878,35.70192,7.187
-117.39471,35.59319,7.533
-117.57207,35.75422,4.635
-117.52295,35.66457,7.579
-117.58713,35.70995,7.565
-117.458,35.60709,5.414
-117.39247,35.59154,7.152
-117.6737,35.85865,8.044
-117.72881,35.91094,5.06
-117.47845,35.67316,4.896
-117.70379,35.93394,4.449
-117.68178,35.88704,7.431
-117.69145,35.88325,7.569
-117.43887,35.65817,3.759
-117.68179,35.88714,7.439
-117.84976,36.05354,3.495
-117.39835,35.59302,7.469
-117.71079,35.92559,6.795
-117.84446,36.02209,2.71
-117.50267,35.67882,8.623
-117.53022,35.69502,8.618
-117.57827,35.6028,4.42
-117.52934,35.69532,8.585
-117.51064,35.66682,8.549
-117.47611,35.66438,2.779
-117.69363,35.91563,5.215
-117.47614,35.66506,2.237
-117.58568,35.7044,7.6
-117.58764,35.70215,7.195
-117.68891,35.88379,7.433
-117.42481,35.59383,5.964
-117.45177,35.62193,4.973
-117.84397,36.03083,2.936
-117.86919,36.03972,2.936
-117.68984,35.88395,7.326
-117.70923,35.88336,4.323
-117.42843,35.58754,4.673
-117.45955,35.63683,5.696
-117.52975,35.70226,9.169
-117.70634,35.95508,4.293
-117.51032,35.66594,5.087
-117.85356,36.05575,3.902
-117.53619,35.68939,10.067
-117.5361,35.68949,10.02
-117.57493,35.71085,7.832
-117.72886,35.91013,4.878
-117.7043,35.88696,7.66
-117.47146,35.66978,4.532
-117.84362,36.06335,3.579
-117.56347,35.73506,5.134
-117.58889,35.70207,7.462
-117.47205,35.6787,5.387
-117.68242,35.88957,5.065
-117.67183,35.90395,3.715
-117.5467,35.68126,8.253
-117.39522,35.6028,7.42
-117.86295,36.03778,3.283
-117.51983,35.66412,7.456
-117.66906,35.98134,3.459
-117.687,35.88297,3.476
-117.48456,35.67771,1.509
-117.7286,35.89864,6.962
-117.41597,35.61773,5.147
-117.46623,35.66885,6.364
-117.68325,35.89304,7.596
-117.85405,36.05601,3.696
-117.51064,35.69854,7.531
-117.68228,35.88869,5.125
-117.58665,35.60834,5.524
-117.50722,35.70115,7.985
-117.84011,36.06318,3.577
-117.45404,35.61047,4.591
-117.69809,35.93666,3.82
-117.69941,35.90003,6.588
-117.86926,36.04023,2.845
-117.52588,35.70383,9.143
-117.44761,35.65201,3.895
-117.8729,36.04008,2.7
-117.52031,35.65432,9.278
-117.58402,35.61032,6.463
-117.47575,35.66729,4.28
-117.67602,35.88097,8.163
-117.51723,35.68386,8.166
-117.43458,35.63276,5.253
-117.70636,35.93111,4.566
-117.47274,35.67065,2.779
-117.41189,35.61029,4.569
-117.85156,36.05488,3.746
-117.86899,36.04059,3.094
-117.86799,36.04129,3.153
-117.71066,35.88139,4.546
-117.47313,35.66893,4.961
-117.47955,35.67564,5.22
-117.39506,35.60222,7.444
-117.4582,35.67318,5.318
-117.42943,35.62698,2.958
-117.42918,35.62737,2.968
-117.68099,35.8552,8.145
-117.41162,35.61056,5.576
-117.52873,35.69071,8.522
-117.72991,35.90327,5.214
-117.44408,35.63906,7.176
-117.59084,35.70058,7.532
-117.70395,35.95589,5.064
-117.5012,35.65567,4.592
-117.8559,36.02817,3.217
-117.68527,35.89219,7.789
-117.70856,35.92819,4.843
-117.563,35.73489,5.091
-117.69822,35.93907,3.985
-117.68211,35.94082,3.969
-117.47971,35.66162,6.522
-117.694,35.92326,4.592
-117.46396,35.60564,5.048
-117.46493,35.60604,4.973
-117.57381,35.76919,7.05
-117.51285,35.6749,7.905
-117.7036,35.95912,4.068
-117.66758,35.89499,3.82
-117.48675,35.66498,4.39
-117.48831,35.66421,4.261
-117.72646,35.92121,4.014
-117.70389,35.95831,4.348
-117.65105,35.83041,4.914
-117.69795,35.95324,4.796
-117.48071,35.66279,2.698
-117.70021,35.956,4.686
-117.69627,35.91118,4.384
-117.72127,35.90057,4.626
-117.51614,35.68027,8.593
-117.42481,35.59457,5.933
-117.85346,36.05543,3.762
-117.3558,35.5864,4.666
-117.70013,35.93907,4.466
-117.84626,36.02741,3.528
-117.49117,35.64744,7.006
-117.46063,35.60605,5.369
-117.34814,35.57352,3.976
-117.70649,35.87487,4.784
-117.85327,36.05598,3.976
-117.49714,35.64443,6.028
-117.69535,35.94491,3.798
-117.42604,35.5959,5.162
-117.44532,35.64331,6.086
-117.71058,35.87704,4.311
-117.50041,35.65429,4.73
-117.50035,35.65475,4.825
-117.69537,35.94558,3.82
-117.69341,35.94089,3.978
-117.69637,35.89334,7.51
-117.6953,35.94425,3.778
-117.51787,35.69959,8.248
-117.84375,36.03073,2.856
-117.70988,35.92957,3.881
-117.4688,35.6672,7.264
-117.34776,35.57335,3.416
-117.67903,35.86826,7.707
-117.52644,35.68645,7.603
-117.49403,35.64937,6.267
-117.86777,36.04148,3.08
-117.55237,35.70304,8.4
-117.67905,35.90244,3.766
-117.56062,35.72006,6.968
-117.69304,35.93897,3.939
-117.70352,35.93182,3.393
-117.47443,35.66946,4.277
-117.69493,35.86965,8.119
-117.5314,35.73367,4.634
-117.43051,35.59836,6.078
-117.84904,36.05614,3.759
-117.68988,35.88307,7.269
-117.67459,35.89026,7.678
-117.84051,36.06312,3.429
-117.51826,35.69475,7.779
-117.45391,35.64557,2.448
-117.40383,35.60278,6.719
-117.84773,36.05683,3.44
-117.68034,35.88208,4.925
-117.51802,35.69957,8.218
-117.68455,35.88835,3.906
-117.50081,35.67967,8.422
-117.35545,35.58744,4.545
-117.69897,35.8689,8.342
-117.84667,36.05236,3.731
-117.68154,35.97082,3.312
-117.51948,35.65133,9.525
-117.68268,35.88986,5.196
-117.84766,36.04677,2.866
-117.84823,36.05619,3.511
-117.70391,35.95592,5.145
-117.66246,35.96489,3.195
-117.51036,35.67302,5.774
-117.72593,35.91608,3.649
-117.4679,35.65357,5.125
-117.84297,36.05581,3.746
-117.6827,35.89368,3.503
-117.67943,35.88202,5.055
-117.72515,35.89893,5.913
-117.6745,35.8894,7.573
-117.84297,36.05503,3.741
-117.50107,35.67616,5.623
-117.72116,35.8967,5.611
-117.68022,35.88208,4.934
-117.73483,35.9045,7.773
-117.69804,35.95047,4.542
-117.411,35.60972,5.955
-117.67781,35.87964,5.56
-117.73641,35.91404,5.615
-117.69928,35.90003,6.648
-117.52322,35.6571,9.981
-117.45419,35.64584,5.685
-117.72052,35.90874,6.377
-117.68945,35.88353,7.381
-117.70054,35.88975,7.218
-117.68987,35.88347,7.305
-117.51463,35.70289,8.214
-117.57917,35.76236,6.836
-117.52402,35.67871,8.24
-117.47686,35.66165,5.188
-117.70063,35.88888,7.19
-117.46253,35.65199,7.252
-117.6897,35.88362,7.33
-117.69309,35.87734,7.275
-117.66687,35.87117,7.822
-117.53507,35.70966,4.544
-117.70323,35.92066,4.252
-117.71735,35.91569,4.052
-117.66519,35.82963,5.261
-117.69832,35.95107,4.502
-117.69329,35.93994,3.963
-117.57805,35.60394,4.787
-117.33778,35.56363,3.764
-117.7009,35.90284,7.502
-117.5788,35.70807,7.402
-117.43139,35.62511,4.173
-117.44221,35.63972,6.403
-117.51357,35.67441,8.811
-117.66796,35.98069,3.474
-117.71285,35.92817,4.787
-117.43192,35.62512,4.23
-117.55235,35.74024,2.997
-117.70348,35.93396,4.297
-117.83959,36.06185,3.519
-117.51458,35.66746,8.13
-117.71062,35.92536,6.757
-117.55635,35.72924,8.075
-117.66901,35.98203,3.505
-117.74698,35.90879,6.121
-117.40902,35.60616,4.104
-117.46742,35.64035,6.47
-117.69776,35.86338,5.18
-117.66757,35.98004,3.467
-117.70003,35.86673,8.523
-117.53126,35.68871,7.269
-117.59551,35.60427,4.826
-117.53662,35.73317,5.642
-117.67136,35.98237,2.906
-117.69358,35.94305,4.014
-117.68488,35.89884,7.916
-117.70569,35.87773,5.079
-117.47044,35.66643,7.066
-117.68876,35.87712,8.287
-117.58105,35.60929,6.133
-117.50812,35.66332,4.494
-117.68147,35.88757,5.204
-117.50907,35.68202,8.484
-117.68273,35.86764,7.75
-117.72577,35.90578,6.257
-117.68262,35.90167,3.429
-117.33816,35.56148,3.722
-117.69921,35.87889,5.171
-117.55,35.70953,7.803
-117.40346,35.60352,7.033
-117.60031,35.62009,7.355
-117.67956,35.88867,4.504
-117.67294,35.98354,2.608
-117.42518,35.59389,6.038
-117.685,35.90702,2.357
-117.50533,35.7064,6.77
-117.43417,35.61364,6.122
-117.54183,35.7299,6.554
-117.54119,35.73349,7.208
-117.54648,35.73591,6.677
-117.51185,35.69691,5.17
-117.67199,35.90361,3.562
-117.42342,35.59355,4.455
-117.67431,35.9722,3.383
-117.67437,35.9717,3.326
-117.54291,35.71721,6.278
-117.4621,35.6409,2.338
-117.69951,35.9404,4.207
-117.57582,35.70988,7.047
-117.42092,35.59001,5.11
-117.53249,35.68775,7.414
-117.69215,35.91246,4.679
-117.52404,35.69221,7.842
-117.70418,35.95572,4.674
-117.71388,35.8951,7.986
-117.69131,35.90308,6.68
-117.44504,35.64356,5.62
-117.56044,35.72161,8.152
-117.71123,35.88039,4.297
-117.55796,35.74803,5.164
-117.48229,35.65901,4.79
-117.48113,35.65841,4.973
-117.70393,35.91995,4.411
-117.58408,35.60073,4.728
-117.45734,35.67201,5.297
-117.70154,35.86785,5.477
-117.45232,35.64727,4.791
-117.5504,35.70306,8.696
-117.66723,35.97952,3.648
-117.57455,35.74342,3.769
-117.50012,35.67766,8.875
-117.42552,35.59389,6.004
-117.69667,35.90239,4.623
-117.48014,35.66388,3.204
-117.51527,35.70441,8.464
-117.56209,35.7122,5.41
-117.48024,35.66273,5.531
-117.3978,35.59382,7.457
-117.50115,35.67996,8.404
-117.72723,35.89791,4.529
-117.4674,35.68121,5.227
-117.70254,35.89346,6.022
-117.70294,35.86601,5.748
-117.45246,35.63948,4.119
-117.60048,35.59624,4.708
-117.69459,35.94213,3.756
-117.50323,35.66677,6.343
-117.68765,35.95024,3.969
-117.68736,35.95001,3.797
-117.6746,35.8904,7.647
-117.57296,35.77445,9.297
-117.40826,35.60282,7.362
-117.46428,35.68497,5.468
-117.51327,35.68645,7.674
-117.68898,35.90054,4.174
-117.84807,36.02528,3.64
-117.68086,35.92104,4.091
-117.52324,35.65665,9.852
-117.69349,35.90133,5.238
-117.46037,35.66844,5.967
-117.70383,35.89457,6.4
-117.7176,35.91972,6.041
-117.50732,35.70248,6.702
-117.85155,36.05449,3.561
-117.52956,35.66117,9.297
-117.69498,35.9011,4.624
-117.69498,35.90084,4.619
-117.68556,35.88306,8.086
-117.68739,35.90019,4.606
-117.46486,35.64639,1.41
-117.54452,35.67194,8.114
-117.85126,36.05491,3.561
-117.47764,35.67272,5.057
-117.3417,35.56952,3.289
-117.57188,35.73551,9.599
-117.52122,35.71733,3.59
-117.48247,35.68824,6.447
-117.47014,35.67362,6.565
-117.70039,35.86768,5.068
-117.55288,35.72047,7.6
-117.69498,35.94277,3.756
-117.7184,35.91385,6.713
-117.67505,35.98098,2.784
-117.67809,35.96897,3.133
-117.69475,35.87446,4.567
-117.48094,35.67111,5.519
-117.71809,35.91293,6.743
-117.67728,35.88018,5.416
-117.7263,35.91391,6.909
-117.68701,35.88079,3.617
-117.71773,35.91429,6.988
-117.67592,35.88253,5.243
-117.4938,35.69871,7.027
-117.57863,35.7088,6.147
-117.55008,35.70308,8.69
-117.85261,36.06169,3.321
-117.69003,35.91431,4.557
-117.54867,35.67668,7.971
-117.52154,35.67507,7.699
-117.47137,35.62737,5.117
-117.70123,35.8933,6.272
-117.53495,35.72567,7.166
-117.69941,35.89996,6.651
-117.69471,35.8743,4.646
-117.69551,35.89331,7.665
-117.68972,35.91384,4.614
-117.70127,35.95176,6.198
-117.68018,35.90088,3.293
-117.71898,35.91995,3.646
-117.42012,35.58894,5.318
-117.43101,35.62341,7.22
-117.67684,35.91901,3.71
-117.35038,35.5754,3.627
-117.45829,35.64433,2.892
-117.70282,35.90969,4.625
-117.55875,35.7178,6.657
-117.57381,35.76461,6.38
-117.70542,35.87283,4.059
-117.70694,35.92242,3.828
-117.68571,35.91485,4.159
-117.69907,35.91498,4.645
-117.47393,35.66931,4.873
-117.53122,35.69562,9.197
-117.73605,35.90057,6.642
-117.73806,35.89452,7.082
-117.56021,35.74017,4.423
-117.58598,35.60983,6.509
-117.73476,35.92,4.258
-117.4573,35.6602,6.928
-117.55008,35.70303,8.679
-117.70623,35.92579,4.487
-117.84096,36.06375,3.486
-117.73636,35.90041,6.602
-117.54215,35.7312,6.512
-117.4395,35.63617,4.261
-117.84086,36.06333,3.32
-117.8468,36.05342,3.511
-117.46813,35.66761,2.982
-117.4591,35.65143,3.227
-117.71101,35.87746,4.307
-117.59153,35.69979,7.69
-117.71912,35.92454,4.04
-117.46747,35.63684,1.768
-117.55647,35.7511,4.855
-117.48574,35.65874,3.035
-117.49985,35.67761,8.901
-117.47452,35.668,4.916
-117.49939,35.70862,6.817
-117.7309,35.89754,5.803
-117.71859,35.92878,4.759
-117.52994,35.70132,8.824
-117.70077,35.87629,7.098
-117.41911,35.61286,4.343
-117.69367,35.94322,4.006
-117.72956,35.92032,4.111
-117.68635,35.88647,7.258
-117.69932,35.9397,4.537
-117.73101,35.89761,5.81
-117.42874,35.6292,7.22
-117.45467,35.64834,4.944
-117.55256,35.74726,5.402
-117.57846,35.60326,4.522
-117.69583,35.93776,4.434
-117.6953,35.94525,3.703
-117.54241,35.73118,6.517
-117.68695,35.8825,8.235
-117.56612,35.72099,8.174
-117.43535,35.638,4.171
-117.35034,35.57503,3.702
-117.58706,35.77755,6.446
-117.67197,35.88342,3.025
-117.69816,35.94368,3.343
-117.69493,35.94386,3.498
-117.59217,35.59828,3.603
-117.54057,35.67553,8.066
-117.44795,35.6509,1.4
-117.55183,35.67676,8.242
-117.45273,35.62528,5.063
-117.69306,35.88107,7.427
-117.6932,35.93859,4.059
-117.72184,35.8957,6.954
-117.55924,35.7365,8.471
-117.47568,35.67399,6.539
-117.71061,35.91968,4.571
-117.59202,35.77331,7.18
-117.46911,35.68361,4.195
-117.67071,35.9829,3.06
-117.6994,35.93914,4.522
-117.52525,35.72668,6.087
-117.84055,36.06255,3.792
-117.69293,35.91741,4.267
-117.70421,35.93227,4.601
-117.64356,35.82229,5.617
-117.68243,35.89282,4.879
-117.68045,35.88268,5.262
-117.682,35.86827,7.492
-117.48684,35.66878,4.076
-117.48523,35.68526,6.631
-117.36028,35.57643,4.759
-117.68147,35.90178,4.444
-117.54767,35.71949,4.709
-117.33745,35.56313,3.765
-117.69908,35.9393,4.107
-117.70279,35.91717,4.96
-117.69452,35.92306,4.514
-117.52946,35.65962,8.65
-117.73085,35.89382,5.877
-117.52478,35.66245,8.839
-117.56817,35.70703,8.298
-117.49763,35.6544,6.261
-117.49779,35.65452,6.262
-117.50681,35.68758,7.893
-117.47375,35.66961,3.976
-117.43137,35.60133,5.822
-117.52213,35.67739,8.689
-117.68871,35.91207,4.618
-117.44763,35.61556,3.913
-117.66887,35.9816,3.561
-117.47413,35.67046,4.106
-117.55766,35.72985,8.815
-117.33575,35.55736,3.891
-117.697,35.92293,4.515
-117.51614,35.7035,9.036
-117.74955,35.90526,7.051
-117.55134,35.70256,8.655
-117.69304,35.8774,7.24
-117.69262,35.88114,7.468
-117.65725,35.84062,4.627
-117.68591,35.86038,8.026
-117.69044,35.90656,4.035
-117.67347,35.98173,2.018
-117.52299,35.65731,9.743
-117.33805,35.56336,3.786
-117.70674,35.95592,4.281
-117.70495,35.87076,4.73
-117.59323,35.60174,3.608
-117.41258,35.61307,4.979
-117.33847,35.56392,3.764
-117.49688,35.64773,6.396
-117.69241,35.87534,4.678
-117.57475,35.60438,5.675
-117.48843,35.65424,5.089
-117.67324,35.98373,2.412
-117.67397,35.98118,2.113
-117.72783,35.91871,4.062
-117.43098,35.60024,6.03
-117.6706,35.86519,8.217
-117.49388,35.6455,6.555
-117.43464,35.60517,5.915
-117.55285,35.71389,5.686
-117.69788,35.95066,4.487
-117.70633,35.91563,4.652
-117.70678,35.93109,4.275
-117.35993,35.56829,3.057
-117.72614,35.91627,3.776
-117.54069,35.65711,9.039
-117.67323,35.9839,2.587
-117.84435,36.03147,2.916
-117.4642,35.60582,4.793
-117.5717,35.75318,5.497
-117.70063,35.88963,7.155
-117.5875,35.77134,6.956
-117.70092,35.8886,7.156
-117.51797,35.66459,8.659
-117.6797,35.90019,4.092
-117.69166,35.9039,3.46
-117.57195,35.77242,6.553
-117.39578,35.60266,7.395
-117.83926,36.06334,2.575
-117.57653,35.70972,7.592
-117.84032,36.06278,3.523
-117.42834,35.62718,3.594
-117.71286,35.92812,4.781
-117.69539,35.88247,8.141
-117.45347,35.64902,4.49
-117.53513,35.70951,4.618
-117.47121,35.67834,7.456
-117.55057,35.74475,6.114
-117.52304,35.67678,8.89
-117.68459,35.86976,7.634
-117.71292,35.92814,4.789
-117.69929,35.9395,4.32
-117.51771,35.69259,7.221
-117.84365,36.05643,3.696
-117.69256,35.93863,3.995
-117.69755,35.95086,4.567
-117.52115,35.67442,8.642
-117.71723,35.91564,3.988
-117.45551,35.64784,1.359
-117.42087,35.58994,5.065
-117.85719,36.04207,3.626
-117.69799,35.8729,6.842
-117.71686,35.91583,4.003
-117.43221,35.60086,5.871
-117.68427,35.89912,5.453
-117.43131,35.60101,5.855
-117.84399,36.05629,3.533
-117.6648,35.97764,2.84
-117.69838,35.95312,4.798
-117.69918,35.94062,4.357
-117.51025,35.66683,5.422
-117.46759,35.6548,6.619
-117.51492,35.67387,8.048
-117.67964,35.88804,4.474
-117.70988,35.92097,6.605
-117.57759,35.60461,4.745
-117.69475,35.94372,3.731
-117.67762,35.90086,3.668
-117.58449,35.60987,6.602
-117.7036,35.8981,5.663
-117.52286,35.65714,9.662
-117.46592,35.65656,3.146
-117.54803,35.71084,7.751
-117.48609,35.65677,2.762
-117.69381,35.94407,4.065
-117.58177,35.61144,6.532
-117.58594,35.6062,4.985
-117.67945,35.88842,4.594
-117.52907,35.69531,7.898
-117.66806,35.98121,3.382
-117.67881,35.88569,5.445
-117.71265,35.92753,4.773
-117.43825,35.64264,4.504
-117.66924,35.98203,3.377
-117.47188,35.65917,3.684
-117.42888,35.62702,3.683
-117.66807,35.97901,3.386
-117.6701,35.98201,3.045
-117.53893,35.68935,8.682
-117.67029,35.97917,3.047
-117.66982,35.98198,3.243
-117.70708,35.92244,4.356
-117.65762,35.83714,3.865
-117.65768,35.83729,4.182
-117.83953,36.06204,3.476
-117.49291,35.64771,6.45
-117.75461,35.90491,6.317
-117.66726,35.97894,3.501
-117.66762,35.97877,3.32
-117.57765,35.60489,4.58
-117.3949,35.59264,7.538
-117.66517,35.97258,3.597
-117.66936,35.98184,3.385
-117.66755,35.98003,3.521
-117.66726,35.97932,3.595
-117.66695,35.97951,3.548
-117.66924,35.98118,3.296
-117.83789,36.06443,3.072
-117.68214,35.91269,4.766
-117.57817,35.76075,8.045
-117.42075,35.58974,5.158
-117.48486,35.65913,4.383
-117.71253,35.91873,6.54
-117.666,35.97677,3.498
-117.68972,35.88396,7.281
-117.68014,35.89815,7.677
-117.66729,35.97931,3.522
-117.51882,35.693,8.124
-117.6907,35.91206,4.414
-117.6707,35.98121,2.919
-117.39971,35.59564,7.24
-117.67089,35.98135,2.923
-117.68013,35.89824,7.679
-117.68029,35.89864,7.706
-117.71962,35.90949,5.298
-117.43942,35.62124,6.99
-117.68074,35.89785,7.731
-117.67003,35.98187,3.08
-117.70641,35.89904,7.826
-117.4128,35.60898,5.312
-117.69041,35.88317,7.455
-117.442,35.6107,4.321
-117.51634,35.67056,8.521
-117.84345,36.0563,3.716
-117.69721,35.94389,3.701
-117.671,35.98142,2.97
-117.57193,35.73554,9.604
-117.45427,35.6428,2.53
-117.6956,35.86929,8.115
-117.53591,35.68966,9.946
-117.49935,35.66635,5.432
-117.66683,35.87286,8.972
-117.71859,35.91095,6.066
-117.47723,35.66593,4.751
-117.66851,35.98144,3.64
-117.86926,36.04276,2.413
-117.50061,35.65526,4.901
-117.45056,35.62302,5.756
-117.44462,35.64194,1.952
-117.67895,35.88581,5.302
-117.69853,35.88727,3.424
-117.51657,35.6664,8.105
-117.44189,35.64186,4.246
-117.69351,35.94251,4.095
-117.71936,35.89606,6.315
-117.59257,35.5991,5.25
-117.43016,35.63056,4.17
-117.56068,35.71546,6.515
-117.66955,35.98316,3.295
-117.48942,35.71327,5.184
-117.43156,35.62501,3.11
-117.47969,35.65751,6.004
-117.5841,35.77365,7.195
-117.67965,35.89767,4.763
-117.58393,35.60085,4.603
-117.42946,35.62521,3.609
-117.68002,35.87839,5.052
-117.66499,35.97706,2.895
-117.52918,35.69051,7.982
-117.70021,35.93839,4.215
-117.54288,35.69873,8.864
-117.67003,35.98241,3.104
-117.40685,35.60352,7.487
-117.46168,35.67122,5.663
-117.33023,35.56829,4.103
-117.70883,35.89059,7.82
-117.71107,35.91414,3.597
-117.39246,35.59826,6.961
-117.36143,35.57373,4.625
-117.69585,35.8902,2.884
-117.69931,35.93989,4.01
-117.8716,36.0343,2.701
-117.6996,35.95585,4.618
-117.44788,35.61568,3.995
-117.50371,35.70806,6.998
-117.53847,35.69405,7.933
-117.47274,35.67085,4.067
-117.53243,35.69163,8.59
-117.54869,35.74747,5.821
-117.56529,35.75905,4.984
-117.51486,35.69282,8.969
-117.85247,36.05585,3.806
-117.45042,35.64546,4.156
-117.6979,35.9512,4.495
-117.4387,35.60885,6.206
-117.66901,35.98036,2.648
-117.689,35.88423,7.172
-117.49161,35.64683,6.83
-117.57764,35.60468,4.716
-117.66628,35.97388,3.752
-117.543,35.71734,6.322
-117.67078,35.98244,2.869
-117.70667,35.92319,4.333
-117.66948,35.98087,3.15
-117.72743,35.95318,3.761
-117.42025,35.62657,4.765
-117.67458,35.90369,3.591
-117.42078,35.58924,5.229
-117.42049,35.59016,5.14
-117.47725,35.66278,6.589
-117.6785,35.89056,4.665
-117.42125,35.58963,5.046
-117.70292,35.95829,4.224
-117.45198,35.64825,5.017
-117.69412,35.94435,3.964
-117.6952,35.86952,8.229
-117.4542,35.64453,2.45
-117.7,35.86724,5.253
-117.43705,35.64292,4.314
-117.51815,35.70115,8.231
-117.47538,35.66724,4.571
-117.43202,35.60359,5.819
-117.67786,35.94909,3.324
-117.70945,35.91856,4.711
-117.69348,35.91481,4.652
-117.69309,35.88735,3.948
-117.70632,35.92308,4.482
-117.66955,35.98153,3.385
-117.51607,35.70365,9.069
-117.44324,35.61532,4.397
-117.36173,35.58319,4.574
-117.73313,35.91597,4.095
-117.71819,35.91944,4.263
-117.4823,35.66753,5.149
-117.67542,35.98636,2.525
-117.71319,35.92639,4.092
-117.55235,35.71606,6.798
-117.68922,35.91925,4.487
-117.72266,35.9099,4.861
-117.69963,35.90856,4.88
-117.68891,35.9008,4.179
-117.68417,35.86845,7.853
-117.47076,35.65554,5.117
-117.67657,35.98592,1.854
-117.35295,35.57365,4.73
-117.36432,35.57563,4.959
-117.54488,35.71293,5.32
-117.44461,35.64355,5.615
-117.68979,35.91397,4.792
-117.47772,35.66789,1.622
-117.66952,35.97927,3.214
-117.70067,35.90024,4.326
-117.67631,35.98603,2.104
-117.67045,35.98242,2.833
-117.35202,35.5697,3.476
-117.336,35.56361,3.5
-117.83968,36.06246,3.508
-117.54674,35.70431,8.104
-117.50077,35.70912,6.283
-117.68285,35.86481,7.673
-117.46298,35.6683,7.567
-117.7385,35.92347,6.09
-117.45752,35.64777,1.828
-117.68405,35.96247,3.478
-117.68683,35.88259,8.063
-117.36731,35.58062,4.454
-117.48381,35.67499,2.256
-117.68352,35.8899,5.091
-117.48304,35.67053,4.802
-117.36038,35.57783,4.587
-117.67039,35.98108,3.233
-117.58104,35.76429,7.546
-117.39498,35.60258,7.513
-117.45516,35.64607,1.775
-117.84527,36.05859,4.008
-117.70386,35.89561,8.233
-117.72592,35.91434,6.971
-117.72915,35.92125,7.515
-117.66941,35.98136,3.244
-117.68394,35.86876,7.853
-117.67939,35.86789,7.772
-117.69723,35.94979,3.689
-117.66116,35.82835,5.516
-117.4476,35.63697,4.019
-117.68748,35.88409,7.777
-117.85226,36.05637,3.375
-117.50645,35.70273,6.77
-117.66731,35.97999,3.559
-117.44257,35.6227,6.72
-117.66146,35.96928,3.724
-117.46451,35.60576,5.272
-117.71081,35.88103,4.181
-117.69182,35.91267,4.818
-117.59114,35.59976,5.106
-117.66899,35.98249,3.315
-117.8399,36.06209,3.488
-117.84002,36.06246,3.543
-117.67987,35.89872,4.644
-117.7063,35.93193,4.587
-117.66307,35.9736,3.06
-117.53838,35.68122,9.328
-117.68066,35.88289,4.97
-117.48148,35.65771,4.971
-117.56661,35.70787,8.633
-117.48601,35.65826,3.293
-117.48584,35.65858,2.557
-117.70214,35.89329,6.146
-117.70675,35.96231,3.935
-117.42763,35.62849,4.64
-117.48584,35.65986,3.224
-117.4272,35.62814,4.591
-117.70395,35.91997,4.412
-117.7065,35.96202,3.99
-117.6867,35.88141,7.466
-117.70868,35.87895,4.627
-117.48987,35.66994,1.561
-117.4662,35.67605,1.071
-117.70749,35.87251,4.37
-117.348,35.57178,3.94
-117.69331,35.93961,3.823
-117.711,35.8811,4.301
-117.72756,35.92167,7.285
-117.49208,35.64691,6.65
-117.58257,35.6081,5.614
-117.49209,35.64739,6.576
-117.66549,35.97539,3.634
-117.49199,35.64751,6.551
-117.4633,35.60694,4.844
-117.5863,35.77144,7.366
-117.58893,35.70252,7.429
-117.4806,35.66954,3.96
-117.51048,35.66762,5.232
-117.46378,35.65015,6.93
-117.43259,35.62977,4.301
-117.67409,35.98135,2.511
-117.83978,36.06084,3.406
-117.8436,36.02285,3.169
-117.42004,35.58895,5.592
-117.5,35.67746,8.882
-117.6801,35.90956,1.501
-117.46717,35.66962,4.968
-117.85137,36.05485,3.559
-117.34839,35.57301,4.175
-117.40767,35.57937,5.98
-117.70896,35.91587,4.331
-117.42287,35.62556,6.549
-117.50666,35.71069,7.465
-117.6698,35.98115,3.085
-117.69455,35.90885,4.745
-117.45256,35.64725,4.704
-117.56163,35.71183,5.38
-117.66592,35.97125,3.508
-117.69088,35.90921,4.83
-117.56241,35.71225,5.707
-117.55346,35.74044,7.402
-117.84226,36.0747,2.629
-117.68158,35.90712,3.628
-117.4158,35.61791,5.116
-117.57094,35.75693,7.77
-117.68876,35.88394,7.336
-117.50706,35.7018,6.657
-117.5558,35.75064,4.935
-117.70676,35.87491,5.071
-117.84993,36.04805,3.577
-117.48268,35.66774,3.005
-117.44432,35.6427,0.582
-117.47002,35.65807,4.859
-117.68141,35.89609,7.528
-117.54717,35.69493,8.96
-117.39834,35.59517,7.205
-117.35445,35.56677,3.919
-117.44729,35.6134,4.746
-117.68449,35.88876,4.249
-117.70251,35.89296,6.019
-117.7027,35.89359,5.786
-117.41877,35.58772,5.153
-117.54679,35.71474,3.76
-117.45209,35.63939,4.124
-117.70346,35.93434,4.404
-117.41965,35.62641,4.943
-117.46576,35.60515,5.255
-117.72613,35.90769,4.914
-117.69998,35.93858,4.609
-117.54873,35.71392,5.559
-117.41875,35.58777,5.212
-117.69072,35.90901,4.81
-117.42163,35.62587,4.648
-117.51464,35.67182,7.796
-117.70257,35.89352,6.027
-117.68821,35.88471,7.307
-117.47251,35.66937,4.323
-117.32877,35.5621,3.294
-117.51681,35.66982,7.96
-117.57257,35.7768,9.645
-117.53219,35.66832,8.074
-117.45229,35.63972,4.217
-117.69854,35.9434,4.192
-117.55588,35.71663,7.534
-117.4966,35.70902,6.561
-117.46219,35.60069,3.923
-117.4446,35.61272,5.847
-117.42558,35.59423,5.452
-117.66539,35.97259,3.648
-117.54133,35.73326,7.375
-117.53129,35.69554,9.19
-117.44451,35.61404,5.442
-117.69762,35.94451,3.236
-117.68349,35.89084,7.409
-117.55784,35.72441,9.71
-117.47224,35.668,4.718
